img,inf_time
0_rain,0.42752504348754883
1_rain,0.1973576545715332
2_rain,0.21590566635131836
3_rain,0.189788818359375
4_rain,0.23488092422485352
5_rain,0.23648762702941895
6_rain,0.19196629524230957
7_rain,0.23724818229675293
8_rain,0.19098758697509766
9_rain,0.19043326377868652
10_rain,0.1902151107788086
11_rain,0.23528790473937988
12_rain,0.19016361236572266
13_rain,0.23538970947265625
14_rain,0.1902904510498047
15_rain,0.18760323524475098
16_rain,0.21374845504760742
17_rain,0.21340727806091309
18_rain,0.21291637420654297
19_rain,0.23628902435302734
20_rain,0.19049549102783203
21_rain,0.23557209968566895
22_rain,0.18990731239318848
23_rain,0.23563814163208008
24_rain,0.21390628814697266
25_rain,0.19097256660461426
26_rain,0.1910686492919922
27_rain,0.239119291305542
28_rain,0.23741984367370605
29_rain,0.1903684139251709
30_rain,0.1901388168334961
31_rain,0.18838787078857422
32_rain,0.23651647567749023
33_rain,0.23639130592346191
34_rain,0.2158493995666504
35_rain,0.19052863121032715
36_rain,0.23540210723876953
37_rain,0.19143247604370117
38_rain,0.21572160720825195
39_rain,0.1897132396697998
40_rain,0.2353067398071289
41_rain,0.24548745155334473
42_rain,0.19208478927612305
43_rain,0.23549675941467285
44_rain,0.19010066986083984
45_rain,0.23543143272399902
46_rain,0.245452880859375
47_rain,0.19003796577453613
48_rain,0.18966460227966309
49_rain,0.18940234184265137
50_rain,0.19017434120178223
51_rain,0.2416377067565918
52_rain,0.19046807289123535
53_rain,0.19007205963134766
54_rain,0.23600339889526367
55_rain,0.21501994132995605
56_rain,0.24241423606872559
57_rain,0.2360992431640625
58_rain,0.21357369422912598
59_rain,0.241530179977417
60_rain,0.23912692070007324
61_rain,0.21410393714904785
62_rain,0.19012665748596191
63_rain,0.20882463455200195
64_rain,0.18998289108276367
65_rain,0.19007349014282227
66_rain,0.19003748893737793
67_rain,0.1938188076019287
68_rain,0.23571538925170898
69_rain,0.19012141227722168
70_rain,0.2225944995880127
71_rain,0.1904160976409912
72_rain,0.23806405067443848
73_rain,0.1896960735321045
74_rain,0.21842312812805176
75_rain,0.18959784507751465
76_rain,0.23558521270751953
77_rain,0.2153339385986328
78_rain,0.19149470329284668
79_rain,0.19097065925598145
